01/01/2006,1.18420
01/02/2006,1.18510
01/03/2006,1.18530
01/04/2006,1.1840
01/05/2006,1.18820
01/06/2006,1.21020
01/07/2006,1.21120
01/08/2006,1.21570
01/09/2006,1.21570
01/10/2006,1.21130
01/11/2006,1.20750
01/12/2006,1.20820
01/13/2006,1.21130
01/14/2006,1.20620
01/15/2006,1.21470
01/16/2006,1.21480
01/17/2006,1.2130
01/18/2006,1.21010
01/19/2006,1.21070
01/20/2006,1.20950
01/21/2006,1.20880
01/22/2006,1.21390
01/23/2006,1.21390
01/24/2006,1.2240
01/25/2006,1.22880
01/26/2006,1.22770
01/27/2006,1.2250
01/28/2006,1.21970
01/29/2006,1.20950
01/30/2006,1.20950
01/31/2006,1.20950
02/01/2006,1.21120
02/02/2006,1.21270
02/03/2006,1.2070
02/04/2006,1.20660
02/05/2006,1.20270
02/06/2006,1.20290
02/07/2006,1.20040
02/08/2006,1.19750
02/09/2006,1.19680
02/10/2006,1.19710
02/11/2006,1.19710
02/12/2006,1.1910
02/13/2006,1.19110
02/14/2006,1.190
02/15/2006,1.19030
02/16/2006,1.19120
02/17/2006,1.1880
02/18/2006,1.18940
02/19/2006,1.19370
02/20/2006,1.19350
02/21/2006,1.19480
02/22/2006,1.19210
02/23/2006,1.19060
02/24/2006,1.19210
02/25/2006,1.19070
02/26/2006,1.18820
02/27/2006,1.18820
02/28/2006,1.18580
03/01/2006,1.18740
03/02/2006,1.19350
03/03/2006,1.19450
03/04/2006,1.20260
03/05/2006,1.20450
03/06/2006,1.20460
03/07/2006,1.20480
03/08/2006,1.19510
03/09/2006,1.19060
03/10/2006,1.19270
03/11/2006,1.19060
03/12/2006,1.19120
03/13/2006,1.19120
03/14/2006,1.19350
03/15/2006,1.19760
03/16/2006,1.20290
03/17/2006,1.20890
03/18/2006,1.21770
03/19/2006,1.21940
03/20/2006,1.21940
03/21/2006,1.21770
03/22/2006,1.21340
03/23/2006,1.20890
03/24/2006,1.20480
03/25/2006,1.19830
03/26/2006,1.20410
03/27/2006,1.20410
03/28/2006,1.20330
03/29/2006,1.2040
03/30/2006,1.2010
03/31/2006,1.20760
04/01/2006,1.21370
04/02/2006,1.21230
04/03/2006,1.21230
04/04/2006,1.20910
04/05/2006,1.21830
04/06/2006,1.2270
04/07/2006,1.22720
04/08/2006,1.21770
04/09/2006,1.20970
04/10/2006,1.20980
04/11/2006,1.21090
04/12/2006,1.2120
04/13/2006,1.21380
04/14/2006,1.21060
04/15/2006,1.21110
04/16/2006,1.21150
04/17/2006,1.21170
04/18/2006,1.220
04/19/2006,1.22680
04/20/2006,1.23520
04/21/2006,1.23450
04/22/2006,1.23190
04/23/2006,1.23450
04/24/2006,1.23480
04/25/2006,1.23730
04/26/2006,1.23950
04/27/2006,1.24290
04/28/2006,1.24660
04/29/2006,1.25570
04/30/2006,1.26380
05/01/2006,1.26350
05/02/2006,1.26270
05/03/2006,1.26060
05/04/2006,1.26310
05/05/2006,1.26360
05/06/2006,1.27080
05/07/2006,1.27310
05/08/2006,1.27310
05/09/2006,1.27370
05/10/2006,1.27120
05/11/2006,1.27780
05/12/2006,1.27670
05/13/2006,1.28790
05/14/2006,1.29060
05/15/2006,1.29320
05/16/2006,1.28780
05/17/2006,1.28190
05/18/2006,1.28410
05/19/2006,1.27760
05/20/2006,1.27960
05/21/2006,1.27830
05/22/2006,1.27820
05/23/2006,1.27760
05/24/2006,1.28530
05/25/2006,1.28050
05/26/2006,1.27710
05/27/2006,1.27790
05/28/2006,1.27410
05/29/2006,1.27410
05/30/2006,1.2750
05/31/2006,1.28260
06/01/2006,1.2860
06/02/2006,1.27870
06/03/2006,1.28470
06/04/2006,1.29230
06/05/2006,1.29240
06/06/2006,1.29460
06/07/2006,1.28780
06/08/2006,1.28120
06/09/2006,1.2740
06/10/2006,1.26480
06/11/2006,1.2640
06/12/2006,1.26410
06/13/2006,1.26120
06/14/2006,1.25770
06/15/2006,1.25780
06/16/2006,1.26140
06/17/2006,1.26440
06/18/2006,1.26480
06/19/2006,1.2650
06/20/2006,1.25950
06/21/2006,1.25760
06/22/2006,1.26270
06/23/2006,1.26290
06/24/2006,1.25510
06/25/2006,1.25120
06/26/2006,1.25120
06/27/2006,1.25440
06/28/2006,1.25930
06/29/2006,1.25640
06/30/2006,1.25510
07/01/2006,1.27210
07/02/2006,1.27960
07/03/2006,1.27960
07/04/2006,1.27890
07/05/2006,1.28030
07/06/2006,1.27680
07/07/2006,1.27430
07/08/2006,1.27910
07/09/2006,1.28150
07/10/2006,1.28160
07/11/2006,1.27790
07/12/2006,1.27430
07/13/2006,1.2740
07/14/2006,1.27030
07/15/2006,1.2670
07/16/2006,1.26560
07/17/2006,1.26540
07/18/2006,1.25860
07/19/2006,1.25220
07/20/2006,1.25170
07/21/2006,1.26170
07/22/2006,1.2660
07/23/2006,1.26950
07/24/2006,1.26960
07/25/2006,1.26490
07/26/2006,1.26240
07/27/2006,1.26010
07/28/2006,1.27250
07/29/2006,1.27070
07/30/2006,1.27590
07/31/2006,1.27590
08/01/2006,1.27620
08/02/2006,1.27630
08/03/2006,1.28120
08/04/2006,1.27810
08/05/2006,1.28250
08/06/2006,1.2880
08/07/2006,1.2880
08/08/2006,1.2870
08/09/2006,1.28340
08/10/2006,1.28410
08/11/2006,1.28460
08/12/2006,1.2770
08/13/2006,1.27240
08/14/2006,1.27240
08/15/2006,1.27370
08/16/2006,1.27450
08/17/2006,1.28070
08/18/2006,1.28550
08/19/2006,1.28240
08/20/2006,1.2830
08/21/2006,1.2830
08/22/2006,1.28820
08/23/2006,1.28470
08/24/2006,1.28050
08/25/2006,1.27890
08/26/2006,1.27650
08/27/2006,1.27580
08/28/2006,1.27580
08/29/2006,1.2790
08/30/2006,1.28030
08/31/2006,1.28310
09/01/2006,1.28320
09/02/2006,1.28120
09/03/2006,1.28410
09/04/2006,1.28410
09/05/2006,1.28590
09/06/2006,1.28340
09/07/2006,1.28090
09/08/2006,1.27830
09/09/2006,1.27080
09/10/2006,1.26780
09/11/2006,1.26790
09/12/2006,1.26910
09/13/2006,1.27060
09/14/2006,1.26890
09/15/2006,1.27070
09/16/2006,1.26950
09/17/2006,1.26690
09/18/2006,1.26670
09/19/2006,1.26650
09/20/2006,1.26940
09/21/2006,1.26830
09/22/2006,1.27280
09/23/2006,1.27990
09/24/2006,1.27890
09/25/2006,1.27890
09/26/2006,1.27810
09/27/2006,1.27230
09/28/2006,1.26940
09/29/2006,1.27110
09/30/2006,1.26880
10/01/2006,1.2680
10/02/2006,1.26810
10/03/2006,1.26990
10/04/2006,1.2740
10/05/2006,1.27090
10/06/2006,1.27030
10/07/2006,1.26590
10/08/2006,1.26030
10/09/2006,1.26060
10/10/2006,1.260
10/11/2006,1.2570
10/12/2006,1.25410
10/13/2006,1.25360
10/14/2006,1.25460
10/15/2006,1.25170
10/16/2006,1.25170
10/17/2006,1.25130
10/18/2006,1.25390
10/19/2006,1.25380
10/20/2006,1.25650
10/21/2006,1.26240
10/22/2006,1.26230
10/23/2006,1.26230
10/24/2006,1.25840
10/25/2006,1.25490
10/26/2006,1.25750
10/27/2006,1.26490
10/28/2006,1.27040
10/29/2006,1.27460
10/30/2006,1.27460
10/31/2006,1.27260
11/01/2006,1.27220
11/02/2006,1.27630
11/03/2006,1.27620
11/04/2006,1.27570
11/05/2006,1.27220
11/06/2006,1.27210
11/07/2006,1.27110
11/08/2006,1.27610
11/09/2006,1.27780
11/10/2006,1.27810
11/11/2006,1.28570
11/12/2006,1.28460
11/13/2006,1.28460
11/14/2006,1.28450
11/15/2006,1.28210
11/16/2006,1.2810
11/17/2006,1.28170
11/18/2006,1.27940
11/19/2006,1.28320
11/20/2006,1.28330
11/21/2006,1.28320
11/22/2006,1.2820
11/23/2006,1.2880
11/24/2006,1.29470
11/25/2006,1.30180
11/26/2006,1.30980
11/27/2006,1.31010
11/28/2006,1.31320
11/29/2006,1.31460
11/30/2006,1.31770
12/01/2006,1.31910
12/02/2006,1.32660
12/03/2006,1.33430
12/04/2006,1.33430
12/05/2006,1.33240
12/06/2006,1.33270
12/07/2006,1.33060
12/08/2006,1.32960
12/09/2006,1.32810
12/10/2006,1.32080
12/11/2006,1.32080
12/12/2006,1.31920
12/13/2006,1.32480
12/14/2006,1.3260
12/15/2006,1.32020
12/16/2006,1.31310
12/17/2006,1.30850
12/18/2006,1.30850
12/19/2006,1.30910
12/20/2006,1.31350
12/21/2006,1.32110
12/22/2006,1.31810
12/23/2006,1.3180
12/24/2006,1.31340
12/25/2006,1.31330
12/26/2006,1.31370
12/27/2006,1.31340
12/28/2006,1.31330
12/29/2006,1.31390
12/30/2006,1.31670
12/31/2006,1.32030
01/01/2007,1.32030
01/02/2007,1.32030
01/03/2007,1.32530
01/04/2007,1.32480
01/05/2007,1.31370
01/06/2007,1.30640
01/07/2007,1.30080
01/08/2007,1.30080
01/09/2007,1.30110
01/10/2007,1.30260
01/11/2007,1.29760
01/12/2007,1.29440
01/13/2007,1.29060
01/14/2007,1.29280
01/15/2007,1.29290
01/16/2007,1.29360
01/17/2007,1.29440
01/18/2007,1.29270
01/19/2007,1.29480
01/20/2007,1.29690
01/21/2007,1.29630
01/22/2007,1.29620
01/23/2007,1.2960
01/24/2007,1.29810
01/25/2007,1.30060
01/26/2007,1.2970
01/27/2007,1.29210
01/28/2007,1.29220
01/29/2007,1.29220
01/30/2007,1.29220
01/31/2007,1.29610
02/01/2007,1.29660
02/02/2007,1.30260
02/03/2007,1.30090
02/04/2007,1.29670
02/05/2007,1.29670
02/06/2007,1.29440
02/07/2007,1.2940
02/08/2007,1.29910
02/09/2007,1.30130
02/10/2007,1.30210
02/11/2007,1.30130
02/12/2007,1.30140
02/13/2007,1.29930
02/14/2007,1.2990
02/15/2007,1.30720
02/16/2007,1.31370
02/17/2007,1.31320
02/18/2007,1.31430
02/19/2007,1.31430
02/20/2007,1.31480
02/21/2007,1.31550
02/22/2007,1.3140
02/23/2007,1.31210
02/24/2007,1.31340
02/25/2007,1.31710
02/26/2007,1.31720
02/27/2007,1.31750
02/28/2007,1.32060
03/01/2007,1.32180
03/02/2007,1.32160
03/03/2007,1.31740
03/04/2007,1.31930
03/05/2007,1.31890
03/06/2007,1.31380
03/07/2007,1.31050
03/08/2007,1.31330
03/09/2007,1.31590
03/10/2007,1.31360
03/11/2007,1.3120
03/12/2007,1.31220
03/13/2007,1.31470
03/14/2007,1.31890
03/15/2007,1.32020
03/16/2007,1.32240
03/17/2007,1.32980
03/18/2007,1.33230
03/19/2007,1.33230
03/20/2007,1.33050
03/21/2007,1.32980
03/22/2007,1.33150
03/23/2007,1.3370
03/24/2007,1.33190
03/25/2007,1.32890
03/26/2007,1.32890
03/27/2007,1.32880
03/28/2007,1.33380
03/29/2007,1.33470
03/30/2007,1.33270
03/31/2007,1.33350
04/01/2007,1.3360
04/02/2007,1.3360
04/03/2007,1.33620
04/04/2007,1.33630
04/05/2007,1.33480
04/06/2007,1.33860
04/07/2007,1.34080
04/08/2007,1.33840
04/09/2007,1.33850
04/10/2007,1.33670
04/11/2007,1.34090
04/12/2007,1.34270
04/13/2007,1.34610
04/14/2007,1.35170
04/15/2007,1.35330
04/16/2007,1.35330
04/17/2007,1.35560
04/18/2007,1.35490
04/19/2007,1.35850
04/20/2007,1.35980
04/21/2007,1.36110
04/22/2007,1.35950
04/23/2007,1.35950
04/24/2007,1.35810
04/25/2007,1.35840
04/26/2007,1.36420
04/27/2007,1.36260
04/28/2007,1.36180
04/29/2007,1.36580
04/30/2007,1.36580
05/01/2007,1.36340
05/02/2007,1.36390
05/03/2007,1.35910
05/04/2007,1.35910
05/05/2007,1.35660
05/06/2007,1.35960
05/07/2007,1.35970
05/08/2007,1.36090
05/09/2007,1.35790
05/10/2007,1.35430
05/11/2007,1.35240
05/12/2007,1.34920
05/13/2007,1.3530
05/14/2007,1.3530
05/15/2007,1.35440
05/16/2007,1.35560
05/17/2007,1.35780
05/18/2007,1.35150
05/19/2007,1.34940
05/20/2007,1.35130
05/21/2007,1.35140
05/22/2007,1.34920
05/23/2007,1.34590
05/24/2007,1.34590
05/25/2007,1.34460
05/26/2007,1.34370
05/27/2007,1.34460
05/28/2007,1.34450
05/29/2007,1.34550
05/30/2007,1.34620
05/31/2007,1.34380
06/01/2007,1.34420
06/02/2007,1.34440
06/03/2007,1.34560
06/04/2007,1.34560
06/05/2007,1.34630
06/06/2007,1.35090
06/07/2007,1.35160
06/08/2007,1.34830
06/09/2007,1.33910
06/10/2007,1.33780
06/11/2007,1.33780
06/12/2007,1.33540
06/13/2007,1.33460
06/14/2007,1.32960
06/15/2007,1.33090
06/16/2007,1.33310
06/17/2007,1.33940
06/18/2007,1.33940
06/19/2007,1.34030
06/20/2007,1.34150
06/21/2007,1.34260
06/22/2007,1.33940
06/23/2007,1.34110
06/24/2007,1.34740
06/25/2007,1.34740
06/26/2007,1.34620
06/27/2007,1.34610
06/28/2007,1.34420
06/29/2007,1.34610
06/30/2007,1.34750
07/01/2007,1.35460
07/02/2007,1.35460
07/03/2007,1.35730
07/04/2007,1.36160
07/05/2007,1.36170
07/06/2007,1.36160
07/07/2007,1.36020
07/08/2007,1.36330
07/09/2007,1.36330
07/10/2007,1.36260
07/11/2007,1.36540
07/12/2007,1.37520
07/13/2007,1.37680
07/14/2007,1.37850
07/15/2007,1.37890
07/16/2007,1.37890
07/17/2007,1.37850
07/18/2007,1.37810
07/19/2007,1.37990
07/20/2007,1.38080
07/21/2007,1.38050
07/22/2007,1.38320
07/23/2007,1.38320
07/24/2007,1.38250
07/25/2007,1.38230
07/26/2007,1.37710
07/27/2007,1.37230
07/28/2007,1.36970
07/29/2007,1.3640
07/30/2007,1.3640
07/31/2007,1.36570
08/01/2007,1.37050
08/02/2007,1.36680
08/03/2007,1.36710
08/04/2007,1.37230
08/05/2007,1.37790
08/06/2007,1.37790
08/07/2007,1.38120
08/08/2007,1.37880
08/09/2007,1.37680
08/10/2007,1.37570
08/11/2007,1.36770
08/12/2007,1.36990
08/13/2007,1.36990
08/14/2007,1.36670
08/15/2007,1.35920
08/16/2007,1.34990
08/17/2007,1.34170
08/18/2007,1.34490
08/19/2007,1.3480
08/20/2007,1.3480
08/21/2007,1.34880
08/22/2007,1.34790
08/23/2007,1.34880
08/24/2007,1.35570
08/25/2007,1.35980
08/26/2007,1.3680
08/27/2007,1.3680
08/28/2007,1.36640
08/29/2007,1.3640
08/30/2007,1.36150
08/31/2007,1.36470
09/01/2007,1.36560
09/02/2007,1.36340
09/03/2007,1.36350
09/04/2007,1.36340
09/05/2007,1.36040
09/06/2007,1.36150
09/07/2007,1.36610
09/08/2007,1.3710
09/09/2007,1.37730
09/10/2007,1.37730
09/11/2007,1.37880
09/12/2007,1.3810
09/13/2007,1.38640
09/14/2007,1.38950
09/15/2007,1.38730
09/16/2007,1.3880
09/17/2007,1.3880
09/18/2007,1.38720
09/19/2007,1.38730
09/20/2007,1.39690
09/21/2007,1.4020
09/22/2007,1.40760
09/23/2007,1.40960
09/24/2007,1.40960
09/25/2007,1.41010
09/26/2007,1.40990
09/27/2007,1.41340
09/28/2007,1.41450
09/29/2007,1.41870
09/30/2007,1.42720
10/01/2007,1.42720
10/02/2007,1.42490
10/03/2007,1.41930
10/04/2007,1.4160
10/05/2007,1.41070
10/06/2007,1.4130
10/07/2007,1.4140
10/08/2007,1.41410
10/09/2007,1.41050
10/10/2007,1.4050
10/11/2007,1.41270
10/12/2007,1.41790
10/13/2007,1.41860
10/14/2007,1.41850
10/15/2007,1.41830
10/16/2007,1.41970
10/17/2007,1.41840
10/18/2007,1.41830
10/19/2007,1.42510
10/20/2007,1.42860
10/21/2007,1.43060
10/22/2007,1.43080
10/23/2007,1.4260
10/24/2007,1.42140
10/25/2007,1.42440
10/26/2007,1.42840
10/27/2007,1.43550
10/28/2007,1.43980
10/29/2007,1.43990
10/30/2007,1.44140
10/31/2007,1.44110
11/01/2007,1.44470
11/02/2007,1.44530
11/03/2007,1.44640
11/04/2007,1.45090
11/05/2007,1.45170
11/06/2007,1.44870
11/07/2007,1.45140
11/08/2007,1.46330
11/09/2007,1.46560
11/10/2007,1.46930
11/11/2007,1.46830
11/12/2007,1.46830
11/13/2007,1.46080
11/14/2007,1.45810
11/15/2007,1.46590
11/16/2007,1.4650
11/17/2007,1.46270
